订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000331,已退款,2026-05-21 15:20:48,2026-05-24 23:07:27,2026-05-28,2026-05-21 21:14:31,2026-05-23,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,2,129.00,258.00,254.35,252.82,0.00,1.46,1.28,0.91,0.00,1.53,0.00,0.00,0.00,135.13,收到商品破损,仅退款,退款成功,湖南省,长沙,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,中通快递,YT12113103990,运输中,
2705000326,已完成,2026-05-21 15:34:35,2026-05-22 20:18:52,2026-05-28,2026-05-21 08:39:57,2026-05-23,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,50.67,50.37,0.00,5.95,5.21,3.72,3.45,0.30,0.00,0.00,0.00,0.00,,,,上海市,上海,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,圆通速递,YT56723067153,运输中,
2705000129,已完成,2026-05-21 21:15:25,2026-05-22 19:54:27,2026-05-29,2026-05-21 23:36:37,2026-05-23,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,61.55,61.18,0.00,1.38,1.21,0.86,0.00,0.37,0.00,0.00,0.00,0.00,,,,上海市,上海,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT21317534985,运输中,
2705000200,已付款,2026-05-21 23:02:28,2026-05-21 20:58:17,2026-05-28,2026-05-21 19:30:50,2026-05-23,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,2,189.00,378.00,295.91,294.13,0.00,32.84,28.73,20.52,0.00,1.78,0.00,0.00,0.00,0.00,,,,北京市,北京,H5,否,是,否,,微信支付,否,6,,否,否,否,否,否,是,极兔速递,YT64320276037,运输中,
2705000215,已取消,2026-05-22 00:38:46,,,2026-05-22 23:11:57,2026-05-24,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,54.80,54.47,0.00,1.68,1.47,1.05,0.00,0.33,0.00,0.00,0.00,0.00,,,,浙江省,杭州,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT73068291808,,
2705000448,待发货,2026-05-22 02:03:30,2026-05-22 15:48:13,2026-05-25,2026-05-22 08:58:46,2026-05-24,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,59.20,58.84,0.00,2.32,2.03,1.45,0.00,0.36,0.00,0.00,0.00,0.00,,,,湖北省,武汉,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT13333202351,已签收,
2705000086,已取消,2026-05-22 02:25:27,,,2026-05-22 21:15:36,2026-05-24,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,60.80,60.44,0.00,1.90,1.66,1.19,3.45,0.36,0.00,0.00,0.00,0.00,,,,广西,南宁,小程序,否,否,否,,微信支付,否,12,,否,否,否,否,否,否,邮政快递,YT56494931453,,
2705000149,已发货,2026-05-22 04:07:27,2026-05-24 23:32:28,2026-05-28,2026-05-22 18:53:56,2026-05-24,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,3,99.00,297.00,215.18,213.89,0.00,26.79,23.44,16.74,14.85,1.29,0.00,0.00,0.00,0.00,,,,天津市,天津,H5,否,否,否,,支付宝,否,6,,否,否,否,否,否,否,极兔速递,YT20751331623,运输中,
2705000031,待发货,2026-05-22 05:13:22,2026-05-24 08:44:16,2026-05-31,2026-05-22 05:25:17,2026-05-24,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,176.00,174.94,0.00,0.40,0.35,0.25,0.00,1.06,0.00,0.00,0.00,0.00,,,,天津市,天津,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,是,邮政快递,YT60809982140,已签收,
2705000164,已付款,2026-05-22 06:46:49,2026-05-24 06:25:24,2026-05-31,2026-05-22 10:41:17,2026-05-24,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,232.28,230.89,0.00,25.09,21.95,15.68,0.00,1.39,0.00,0.00,0.00,0.00,,,,广西,南宁,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT59999640832,派送中,
2705000476,已退款,2026-05-22 12:46:07,2026-05-23 08:49:34,2026-05-27,2026-05-22 15:41:01,2026-05-24,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,172.15,171.12,0.00,6.38,5.58,3.99,9.90,1.03,0.00,0.00,0.00,73.76,七天无理由退货,仅退款,退款成功,河南省,郑州,APP-iOS,否,否,否,,支付宝,否,,商家,是,否,否,否,否,否,韵达快递,YT31567310607,已签收,
2705000235,已取消,2026-05-22 15:33:18,,,2026-05-22 20:22:47,2026-05-24,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,82.51,82.01,0.00,2.60,2.27,1.62,0.00,0.50,0.00,0.00,0.00,0.00,,,,湖南省,长沙,H5,否,否,否,,花呗分期,否,12,,否,否,否,否,否,否,圆通速递,YT90038428920,,
2705000134,已发货,2026-05-22 15:53:10,2026-05-25 03:05:29,2026-05-30,2026-05-22 03:30:05,2026-05-24,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,2,39.00,78.00,62.31,61.94,0.00,6.28,5.49,3.92,0.00,0.37,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT82347188798,运输中,
2705000090,待发货,2026-05-22 21:00:39,2026-05-23 22:29:56,2026-05-30,2026-05-22 10:49:10,2026-05-24,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,84.52,84.01,0.00,1.79,1.57,1.12,0.00,0.51,59.14,0.00,0.00,0.00,,,,湖南省,长沙,网页,否,否,否,,花呗分期,否,,,是,否,否,否,否,否,顺丰速运,YT78391508928,派送中,
2705000420,已取消,2026-05-23 03:49:10,,,2026-05-23 15:59:53,2026-05-25,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,83.83,83.33,0.00,6.07,5.31,3.79,0.00,0.50,0.00,0.00,0.00,0.00,,,,北京市,北京,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,中通快递,YT53722069874,,
2705000417,已签收,2026-05-23 04:12:47,2026-05-25 01:58:49,2026-05-31,2026-05-23 12:04:20,2026-05-25,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,173.17,172.13,0.00,9.93,8.69,6.21,0.00,1.04,0.00,0.00,0.00,0.00,,,,上海市,上海,网页,否,否,否,,微信支付,否,,,是,否,否,否,否,否,中通快递,YT80187574515,派送中,
2705000236,已付款,2026-05-23 11:41:20,2026-05-23 04:38:42,2026-05-25,2026-05-23 07:16:54,2026-05-25,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,24.23,24.08,0.00,1.67,1.46,1.04,1.50,0.15,0.00,0.00,0.00,0.00,,,,上海市,上海,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT42754511338,运输中,
2705000267,已签收,2026-05-23 16:23:59,2026-05-24 20:57:20,2026-05-26,2026-05-23 19:48:36,2026-05-25,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,77.53,77.06,0.00,10.41,9.11,6.50,5.45,0.47,0.00,0.00,0.00,0.00,,,,广西,南宁,APP-iOS,是,否,否,,多多支付,否,,,是,否,否,否,否,否,申通快递,YT75275766317,已签收,
2705000244,已签收,2026-05-23 21:46:38,2026-05-25 12:41:43,2026-06-01,2026-05-23 04:37:52,2026-05-25,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,19.55,19.43,0.00,0.14,0.12,0.09,0.00,0.12,0.00,0.00,0.00,0.00,,,,天津市,天津,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,圆通速递,YT13727110334,运输中,
2705000189,待发货,2026-05-23 22:42:00,2026-05-24 09:06:45,2026-05-28,2026-05-23 00:19:49,2026-05-25,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,5,109.00,545.00,437.53,433.15,0.00,42.99,37.61,26.87,0.00,4.38,53.44,0.00,0.00,346.70,物流太慢,退货退款,退款成功,辽宁省,沈阳,APP-iOS,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,韵达快递,YT78742484905,运输中,
2705000284,已完成,2026-05-24 06:05:56,2026-05-25 16:13:37,2026-05-30,2026-05-24 23:41:59,2026-05-26,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,3,19.90,59.70,54.75,54.42,0.00,1.98,1.73,1.24,0.00,0.33,0.00,0.00,0.00,0.00,,,,陕西省,西安,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT19896534180,运输中,
2705000286,已退款,2026-05-24 07:08:19,2026-05-27 05:21:07,2026-05-30,2026-05-24 00:15:40,2026-05-26,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,76.67,76.21,0.00,5.33,4.67,3.33,0.00,0.46,71.35,0.00,0.00,51.18,七天无理由退货,仅退款,退款成功,天津市,天津,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT21022094343,派送中,
2705000371,已付款,2026-05-24 07:16:51,2026-05-26 12:21:53,2026-05-27,2026-05-24 00:16:21,2026-05-26,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,19.07,18.96,0.00,0.33,0.29,0.21,0.00,0.11,0.00,0.00,0.00,0.00,,,,江西省,南昌,APP-iOS,否,否,否,,支付宝,否,,买家,是,否,否,否,否,否,韵达快递,YT42547824261,运输中,
2705000003,已付款,2026-05-24 07:57:32,2026-05-26 15:21:35,2026-05-29,2026-05-24 16:35:07,2026-05-26,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,354.23,352.10,0.00,1.11,0.97,0.69,0.00,2.13,0.00,0.00,0.00,0.00,,,,广东省,广州,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT86484983774,运输中,
2705000372,已签收,2026-05-24 09:09:07,2026-05-26 05:54:22,2026-05-27,2026-05-24 09:01:29,2026-05-26,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,23.87,23.73,0.00,2.41,2.11,1.51,0.00,0.14,0.00,0.00,0.00,0.00,,,,河北省,石家庄,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT29465207613,运输中,
2705000282,已付款,2026-05-24 11:33:56,2026-05-26 00:13:08,2026-05-27,2026-05-24 02:56:25,2026-05-26,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,44.74,44.47,0.00,5.70,4.99,3.57,0.00,0.27,0.00,0.00,0.00,0.00,,,,福建省,厦门,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,韵达快递,YT26894348868,运输中,
2705000045,已发货,2026-05-24 15:15:54,2026-05-26 23:58:26,2026-05-27,2026-05-24 11:56:01,2026-05-26,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,221.07,219.74,0.00,6.77,5.93,4.23,0.00,1.33,0.00,0.00,0.00,0.00,,,,广东省,广州,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,中通快递,YT42864262380,运输中,
2705000046,已付款,2026-05-24 16:28:52,2026-05-27 06:43:32,2026-05-31,2026-05-24 19:57:40,2026-05-26,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,190.40,189.26,0.00,3.04,2.66,1.90,0.00,1.14,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,APP-Android,否,否,是,万达广场店,微信支付,否,,商家,否,否,否,否,否,否,极兔速递,YT22228484655,运输中,
2705000387,已发货,2026-05-24 17:01:35,2026-05-26 23:31:27,2026-05-29,2026-05-24 05:59:03,2026-05-26,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,60.17,59.81,0.00,3.53,3.09,2.21,0.00,0.36,0.00,0.00,0.00,0.00,,,,河南省,郑州,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT83208030093,运输中,
2705000409,已完成,2026-05-24 17:07:37,2026-05-26 11:40:19,2026-06-02,2026-05-24 15:07:12,2026-05-26,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,86.49,85.97,0.00,1.00,0.88,0.63,0.00,0.52,0.00,0.00,0.00,0.00,,,,江苏省,南京,APP-Android,否,否,是,万象城店,花呗分期,否,12,商家,否,否,否,否,否,否,韵达快递,YT39775191006,派送中,
2705000485,已签收,2026-05-24 17:24:26,2026-05-26 09:50:13,2026-06-01,2026-05-24 08:04:07,2026-05-26,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,215.17,213.88,0.00,26.03,22.78,16.27,14.75,1.29,0.00,0.00,0.00,0.00,,,,广西,南宁,网页,否,否,否,,多多支付,否,6,,否,否,否,否,否,是,极兔速递,YT67699035204,已签收,
2705000057,已取消,2026-05-24 17:31:50,,,2026-05-24 06:45:15,2026-05-26,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,312.89,311.01,0.00,5.94,5.20,3.72,17.25,1.88,0.00,0.00,0.00,0.00,,,,天津市,天津,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT36649781078,,
2705000464,已退款,2026-05-24 18:56:55,2026-05-25 02:08:39,2026-05-26,2026-05-24 18:54:39,2026-05-26,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,34.45,34.24,0.00,1.04,0.91,0.65,1.95,0.21,0.00,0.00,0.00,11.49,七天无理由退货,仅退款,退款成功,福建省,厦门,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,是,韵达快递,YT97134119246,派送中,
2705000179,已发货,2026-05-24 19:47:41,2026-05-25 13:03:50,2026-05-27,2026-05-24 02:42:10,2026-05-26,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,2,189.00,378.00,362.05,359.88,0.00,6.38,5.58,3.99,0.00,2.17,0.00,0.00,0.00,0.00,,,,河北省,石家庄,小程序,否,否,是,万达广场店,花呗分期,否,3,,否,否,否,否,否,否,极兔速递,YT38435210704,派送中,
2705000421,已取消,2026-05-24 20:59:41,,,2026-05-24 06:52:46,2026-05-26,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,3,19.90,59.70,48.85,48.56,0.00,4.34,3.80,2.71,0.00,0.29,0.00,0.00,0.00,0.00,,,,安徽省,合肥,APP-iOS,否,是,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT48536847213,,
2705000038,已完成,2026-05-24 21:47:19,2026-05-27 21:11:09,2026-05-31,2026-05-24 20:15:55,2026-05-26,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,3,29.90,89.70,69.72,69.30,0.00,6.20,5.42,3.87,4.49,0.42,0.00,0.00,0.00,0.00,,,,北京市,北京,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT75764305989,运输中,
2705000209,已完成,2026-05-25 03:02:46,2026-05-26 16:25:52,2026-06-01,2026-05-25 07:11:47,2026-05-27,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,323.63,321.69,0.00,8.55,7.48,5.34,0.00,1.94,0.00,0.00,0.00,0.00,,,,天津市,天津,网页,否,否,否,,花呗分期,否,,,是,否,否,否,否,否,顺丰速运,YT51063287966,运输中,
2705000259,待发货,2026-05-25 04:59:17,2026-05-25 04:51:10,2026-05-26,2026-05-25 05:40:18,2026-05-27,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,162.43,161.46,0.00,10.63,9.30,6.64,0.00,0.97,0.00,0.00,0.00,0.00,,,,山东省,青岛,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT15629418028,运输中,
2705000271,已发货,2026-05-25 06:13:16,2026-05-27 10:07:51,2026-05-30,2026-05-25 06:01:59,2026-05-27,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,156.64,155.70,0.00,8.14,7.13,5.09,0.00,0.94,0.00,0.00,0.00,0.00,,,,上海市,上海,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT73201614366,运输中,
2705000117,已付款,2026-05-25 12:32:38,2026-05-27 21:11:52,2026-06-01,2026-05-25 13:52:24,2026-05-27,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,99.69,99.09,0.00,7.72,6.76,4.83,0.00,0.60,0.00,0.00,0.00,0.00,,,,河北省,石家庄,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,中通快递,YT71904805612,派送中,
2705000424,已发货,2026-05-25 14:39:08,2026-05-26 15:14:06,2026-05-31,2026-05-25 01:45:03,2026-05-27,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,42.00,41.75,0.00,0.30,0.26,0.19,2.25,0.25,0.00,0.00,0.00,0.00,,,,湖南省,长沙,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,圆通速递,YT63629838162,已签收,
2705000388,已取消,2026-05-25 15:40:21,,,2026-05-25 12:20:06,2026-05-27,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,65.00,195.00,149.87,148.97,0.00,14.15,12.38,8.85,9.75,0.90,0.00,0.00,0.00,0.00,,,,山东省,青岛,小程序,否,否,否,,微信支付,否,3,,否,否,否,否,否,否,顺丰速运,YT69834009124,,
2705000027,待发货,2026-05-25 17:36:44,2026-05-26 13:55:00,2026-06-01,2026-05-25 13:51:10,2026-05-27,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,36.49,36.27,0.00,3.40,2.98,2.13,0.00,0.22,0.00,0.00,0.00,0.00,,,,云南省,昆明,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,顺丰速运,YT15172160910,已签收,集运
2705000104,待发货,2026-05-26 00:21:17,2026-05-28 17:02:17,2026-06-02,2026-05-26 12:36:31,2026-05-28,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,5,119.00,595.00,519.73,516.61,0.00,30.11,26.34,18.82,0.00,3.12,0.00,0.00,0.00,0.00,,,,江苏省,南京,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,是,否,否,邮政快递,YT73731065111,运输中,
2705000484,待发货,2026-05-26 01:38:14,2026-05-27 20:05:07,2026-05-29,2026-05-26 13:22:25,2026-05-28,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,147.46,146.58,0.00,12.22,10.69,7.63,0.00,0.88,0.00,0.00,0.00,0.00,,,补发,云南省,昆明,网页,否,否,否,,微信支付,否,,,是,否,否,否,否,否,顺丰速运,YT85835571940,运输中,
2705000014,已取消,2026-05-26 04:26:06,,,2026-05-26 23:20:16,2026-05-28,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,53.35,53.03,0.00,2.26,1.98,1.41,0.00,0.32,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT31619579917,,
2705000165,已完成,2026-05-26 04:39:57,2026-05-27 11:13:46,2026-05-28,2026-05-26 08:54:53,2026-05-28,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,65.00,325.00,309.53,307.67,0.00,6.19,5.41,3.87,0.00,1.86,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,是,申通快递,YT87853717212,派送中,
2705000428,已取消,2026-05-26 07:36:11,,,2026-05-26 01:06:41,2026-05-28,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,199.79,198.59,0.00,10.52,9.21,6.58,11.90,1.20,0.00,0.00,0.00,0.00,,,,广西,南宁,小程序,是,否,否,,微信支付,否,,,否,否,否,否,否,否,极兔速递,YT35130403758,,
2705000238,已退款,2026-05-26 08:46:15,2026-05-29 07:46:12,2026-05-31,2026-05-26 19:50:03,2026-05-28,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,28.36,17.19,11.00,3.48,3.04,2.17,1.95,0.17,0.00,0.00,0.00,6.34,物流太慢,仅退款,退款成功,上海市,上海,小程序,否,否,否,,多多支付,否,12,,否,否,否,否,否,否,圆通速递,YT88002379560,运输中,转运
2705000488,已签收,2026-05-26 09:40:47,2026-05-27 00:53:25,2026-06-01,2026-05-26 05:20:36,2026-05-28,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,133.92,133.12,0.00,1.63,1.43,1.02,0.00,0.80,0.00,0.00,0.00,0.00,,,,四川省,成都,小程序,否,否,否,,支付宝,否,6,,否,否,否,否,否,否,圆通速递,YT52357369320,运输中,
